word,diffs
happens,0.0875169136197502
taught,-0.027749480655110015
treated,0.0638549168075351
renamed,0.12127921566466099
indicated,0.15980921834332318
deleting,0.10275017110637152
nominated,0.13678417236033574
reviewed,0.21786745932520848
proved,0.10887148583619993
occurred,0.07950490153746287
acquired,0.044816801816670915
filed,0.08020381165210538
voted,0.08477662490492396
reducing,0.10717388869773037
specified,0.07296438509179098
citing,0.19777148436441666
banned,0.09248083766625759
achieve,0.12172933235393124
occur,0.1215388579795581
involves,0.09026905337952573
writes,0.08784273131913584
encourage,0.16149311461993263
grew,0.0685068590606448
constitute,0.12728173181726543
suffered,0.0408520735223864
reaching,0.10113527407474326
sees,0.12375714123828607
informed,0.1131501528619927
attend,0.12702343604848987
struck,0.08021902958288835
manage,0.08975473197067835
submitted,0.18366401450254505
suggesting,0.1971058326172998
brings,0.14437737647736126
trained,-0.007429227355988888
collected,0.07903788511793591
gained,0.07743433721118909
implemented,0.10606836746967865
qualified,3.07983900315445e-4
expand,0.1793489675201156
maintained,0.1464339102991874
focused,0.0941615134246771
hurt,0.03435991200080607
adds,0.14673895257427438
establish,0.19119248163725033
faced,0.10754736025235484
assume,0.13747173424028142
studying,0.04277185261637939
distributed,0.08519031352752754
prefer,0.14892310187974278
serves,0.10480810050644629
fail,0.07180127163250485
visiting,0.14493849910353096
addressing,0.16153633380067306
explains,0.09806618440797987
appreciate,0.13018906189359936
define,0.11106756598285172
operated,0.05668835320794571
sought,0.0828444448219676
supposed,0.03678683654585768
involve,0.14142079840161048
operate,0.08612789611591787
imagine,0.12248906362760881
employed,0.033024463172390606
thinks,0.09318387856310328
vandalize,0.0667645177399799
forget,0.06865925393376843
requiring,0.10428325613642664
declined,0.12741969268273365
oppose,0.10363958546758284
deliver,0.1710891494131065
demonstrated,0.1523201781314047
entitled,0.10717189317141632
disagree,0.12739776725946583
purchased,0.06626667243926082
entering,0.10070906811685648
refer,0.1812697170059328
quoted,0.10304395422827883
expanding,0.16597138157198954
stating,0.18148863713110347
undo,0.1116572364740116
recognize,0.13965500486925436
indicates,0.12394073458723037
lay,0.10751211796704638
fired,0.054948101196427956
promoted,0.14192026720927986
scheduled,0.04298500155932561
assumed,0.04386491169058343
implement,0.13606284176267308
protecting,0.12752261610118418
chose,0.08776431757480418
insert,0.16770480677415428
installed,0.1137717573554789
recommend,0.20826577271060998
connected,0.15014045468742965
argued,0.12150266902831064
inspired,0.11411063809403288
concluded,0.10827644356254348
checked,0.07526710507940249
refused,0.09330864811738873
fought,0.024869832809171794
referred,0.1728328310608097
constructed,0.10776946970512469
stood,0.06539449361024646
obtain,0.10565565738893612
assigned,0.026857217130258182
encouraging,0.1205328570566474
compare,0.0761780704546684
reflects,0.12383307224554563
emerging,0.13650317561679431
resolved,0.05423382398040011
merged,0.08203306717042441
contributed,0.11980108084742935
filled,0.1357469562615947
challenged,0.09600553819452037
exposed,0.0905492780623216
attacking,0.07860803100717473
occurs,0.10703659415565486
survived,0.06267907933817427
hosted,0.19022870178480247
retained,0.11506523309154909
measured,-0.053333067175616866
enjoyed,0.0835448995037254
revised,0.1121315695411153
urged,0.07451165494285761
demonstrate,0.1910395152425714
defending,0.07844615115404296
attending,0.08979175054019811
engaged,0.08231427702657412
ruled,0.04514618581479293
pushed,0.08191233047899801
titled,0.17248680051635187
teach,0.04550643103744895
applying,0.06217503457153506
pulled,0.08083928945193697
survive,0.10394005368363796
disputed,0.07356753590181425
attempted,0.03955309208070029
extend,0.16555978437845975
predicted,0.03620934198416342
existed,0.07186549737856157
establishing,0.15790438551930103
presenting,0.16774016532356506
displayed,0.12206602738201372
operates,0.08000700955184564
produces,0.09234345085492013
examined,0.12954084549194256
answered,0.08543183398129395
driven,0.07584492494419431
assuming,0.07722287939079825
attached,0.16125585508554913
perceived,0.07010296701963414
hesitate,0.06965426842660566
calculated,-0.08785078182618838
sustained,0.03938244019918466
picked,0.07332152990249485
fails,0.05763486601356832
prepare,0.1419157684097147
forcing,0.06341504185971131
viewed,0.12052888052381289
preparing,0.13424099319734706
dismissed,0.12161808772497712
propose,0.21512238808387918
defining,0.08404903178434053
funded,0.060548087047708254
responded,0.1572189670072324
reveals,0.12191901926724807
asks,0.06908468905768983
controlling,0.07074833608473385
submit,0.2102446263797597
executed,0.04201635340883128
confirm,0.19036032960375315
cites,0.14880938394351761
updates,0.0961065503504337
underlying,0.031115650179131704
generate,0.12138917271256333
applies,0.07715437961263127
restore,0.13585496769051658
destroy,0.0765377314755381
emerged,0.14116218978399564
delivering,0.1427137356743266
introduce,0.21424305060136567
backed,0.1329996082560459
headed,0.0883140405537825
defend,0.13804128141803357
questioned,0.13545556694692393
threatening,0.10025334605018305
gathered,0.08886529669075721
advocates,0.045166110914897195
deserve,0.12156133922227663
convicted,0.01276424587950084
lacking,0.15784069029419145
authorized,0.05266355159837566
recalled,0.05586184748107986
advocate,0.10905558746502375
realize,0.12834416467052373
enhanced,0.11676481265981331
redirects,0.04345181974676085
suffer,0.08541348981905073
permitted,0.03607479075214015
converted,0.07552684595319875
admit,0.15782385580869335
licensed,0.04169274895983727
secured,0.12714006306538306
accepting,0.11973543279745918
translated,0.07143750154435125
welcomed,0.1802056727892286
engage,0.14051372494294456
composed,0.08140235601737295
afford,0.09665563762365431
altered,0.10949947928981851
drove,0.050653975229177556
competing,0.03961403914989842
owns,0.08634709466517809
sit,0.09271333303595453
investigate,0.15668949961712653
highlighted,0.1863154219627057
implies,0.11146002102278418
pursue,0.13657363255621047
copied,0.08025012067372986
supplied,0.15874441941256817
publish,0.15632728940204377
comply,0.15022456448487825
struggling,-0.03736054639017733
hosting,0.16895903234852272
realized,0.06606045742698907
stuck,0.06248477855826154
ranked,0.08017530668664624
ignoring,0.060961567115421
introducing,0.19742395430726095
incorporated,0.13939143807395193
flooding,0.07386160420318155
avoiding,0.12224612864006867
initiated,0.13691183910400406
recovered,0.019569460873822886
extending,0.13086765114872634
evaluate,0.11960472578884951
receives,0.1185414998421449
treating,0.07692426345762593
invented,0.016857930617020733
associate,0.11627667573306638
considers,0.14293458745536997
labelled,0.08897115266659059
collapsed,0.06061111491621993
tend,0.04681478499726291
demanded,0.09999994070645962
tagging,0.048642933475919525
imposed,0.07587856495039563
avoided,0.09270314682621078
deployed,0.06502222137649097
specify,0.13060781128356536
arranged,0.06685936397876496
participating,0.09275475445341741
ensuring,0.1695130171420326
crossed,0.024168069688364824
liked,0.07675790966457285
prompted,0.12364225752274277
cleared,0.05758467536393469
referring,0.18107536855365564
traveling,0.04150374643678806
anticipated,0.05739280157839166
begun,0.06262767525023313
transferred,0.048854740768022153
handled,0.0792995558874326
suppose,0.10642457374853742
buried,0.01155823618911958
inserted,0.1541933619989122
advised,0.09026851811045294
influenced,0.12211816465020614
justify,0.13210941848672952
handed,0.0774862276665122
eliminated,0.06947388639934227
assess,0.12579379631559173
earn,0.03981208820959181
investigated,0.13058628994927474
aimed,0.09404524765120817
merging,0.09323699563703991
deemed,0.14177948383483335
murdered,0.03451126179809905
deny,0.1326213177237781
walked,0.012842944599673806
commissioned,0.09070999263788432
defines,0.07870405419073617
fixing,0.07525822514376218
replied,0.10576543635360058
eliminate,0.11938326711100655
enabled,0.04872322835081466
appearing,0.1390973002599658
affects,0.07010367848820365
invite,0.19979336480205256
counting,-0.12350751177625219
exploring,0.1220074296773277
completing,0.07896372093778231
attracted,0.15839142758737007
deserves,0.12148557136907459
analyses,0.03497537550964358
verify,0.12080485703492011
notified,0.10730856603170114
assessed,0.07468922132246297
defended,0.11911932877233428
facilitate,0.17439093682721418
attract,0.1898932982697241
spreading,0.08690249615444973
seized,0.08615237141966398
derived,0.010904003764803605
disappeared,0.05784115551607194
enabling,0.09427556112611171
prevented,0.07468941813158347
threw,0.11746501937823028
lifted,0.06856577884463028
constitutes,0.0902624112579613
approaching,0.08784369166745909
projected,0.01085314074734639
selecting,0.09406405736395418
pulling,0.06334321891414013
discover,0.11151979144735008
overcome,0.07265729617475825
gaining,0.09911889148227943
blamed,0.09117509545972377
resigned,0.023291926192330947
pour,0.07368008643296342
consists,0.1049068214581772
hoped,0.07172666424079904
qualify,0.10734479906360861
commented,0.18783411798114244
governing,0.034449473128616986
starring,0.10123878521358659
surviving,0.06116823412903771
adopt,0.15921371102318838
stayed,0.052763007603728984
coordinates,0.01854668717168334
expecting,0.05101047939334202
arrive,0.05215840116577847
vary,0.08610405383474345
expects,0.054439561652962876
encountered,0.113096827815787
sponsored,0.11269194781736935
celebrate,0.08193810757025177
threaten,0.11628656277165031
interviewed,0.13259190489157666
travelling,0.025946195554115203
contacted,0.11089669703725086
communicate,0.12192344167200142
alternate,0.08936333590179171
pays,0.06202471470248461
talked,0.12271503896607727
alter,0.12910553155972038
demonstrates,0.1551645265128828
regarded,0.12674858138407885
succeeded,0.0639405985816835
lacks,0.1627179864433432
develops,0.1309138984329279
wanting,0.08746198187023821
resume,0.11379768604867474
filming,0.027983706268197017
spotted,0.07511612089906355
accompanied,0.13509841331356232
bullying,0.03207591821347758
insisted,0.11727390693334222
rated,0.10497434478454379
reflecting,0.12972067189853115
designing,0.10836033125280087
grows,0.10510015375171916
sat,0.049357628365813144
renewed,0.12310529298921777
reject,0.12441053066014912
maintains,0.16748774893486496
inform,0.20169775422698194
graduated,-0.0030233195433082005
acknowledge,0.15053756735927198
directing,0.0855811623781052
sing,0.022210873624546323
combining,0.10044585064706157
enables,0.03872050809904287
decreased,0.05231068120714538
stored,0.022446543977996114
argues,0.08983086252146766
attributed,0.1018993770197622
evaluating,0.09709317886577534
obtaining,0.07211981359697328
quoting,0.09225766575687261
counted,-0.04520172721617466
aired,0.08706173774604475
fled,0.006066926016712576
participated,0.10266199620238348
escaped,0.03816960881532866
advise,0.1604690323347322
evolved,0.07233293512695232
succeed,0.09459500839101115
enjoying,0.09389422945710552
devoted,0.11535178226525228
declining,0.05703677649702921
discharge,0.04859327874687702
releasing,0.13837568007670947
interpreted,0.05208478902777508
flew,0.030961038398681556
seeks,0.06728024824547912
disappointed,0.053445119091151155
inherited,0.012750831526468553
excluding,0.0899333825644445
belongs,0.12029325726608131
landed,0.05090201482791676
acted,0.07344309326752099
strengthen,0.1531565857536083
resulted,0.13616800323427658
install,0.1234618303537009
noting,0.17897807500868312
satisfy,0.1338089197864008
enters,0.08368375776025089
evaluated,0.11354382576464528
attempting,0.039463843270550025
locked,0.1301337804653172
encourages,0.07847613910151988
reduces,0.05390003158739787
possess,0.14473510324455874
loves,-0.01298752467395492
kicked,0.04758904489727711
charging,0.08840061030313795
feared,0.09300016833816915
remembered,0.06426190980197904
recover,0.05639749469531463
conform,0.09780671477046049
pictured,0.0887549618546089
preceding,0.08389776836409019
undid,0.10659038320071829
cancelled,0.06666528459089
predict,0.09922267725177014
consult,0.1746913187681941
crashed,0.044568153615025724
witnessed,0.09218623657696745
acquire,0.09016929893675457
jumped,0.06852271860331505
analyze,0.059760543322802784
labeled,0.07897187176546377
expired,0.051977767597066404
thrown,0.09539161114717798
compete,0.06694847118775982
gotten,0.06515263995518036
solved,0.03220431814151922
reversed,0.07174267831628345
agrees,0.0835565575909426
imply,0.1371848256978792
approve,0.13390677412205237
incorporate,0.2124986672163407
warring,-0.004078523434635661
eliminating,0.10335480339148218
wound,0.042486939685002556
excluded,0.07141362033290449
accompanying,0.1871645520603395
compiled,0.07968729261886437
recalls,0.05374881446238591
affiliated,0.10183597459365998
arrives,0.06181506422102917
ought,0.0066563656566947516
analyzed,0.041297816105384494
construct,0.0858165962111403
expressing,0.09271721085402052
celebrating,0.07391753071186563
differ,0.07131166015897189
securing,0.13481166040009446
organize,0.13429137428930205
solving,0.0019958062488741324
traded,0.032364881319011995
detect,0.06977109511954649
illustrate,0.1496184699171903
assembled,0.05815874339114341
rendered,0.1137297672690776
complained,0.1141630061107346
interpret,0.0511795777267261
explored,0.13080906069403933
proves,0.1334004175311272
borrowed,-0.019434043132650736
packed,0.0693837490939824
sang,0.04053397308963072
negotiating,0.05130811252939682
emphasized,0.1397486957239772
imported,0.06015206662281636
coupled,0.14985555250959254
surrounded,0.13853013591855495
prohibited,0.048091627782201496
violating,0.05977721152188176
filmed,0.07606849183745729
elevated,0.10781504794859312
assessing,0.10236807798455849
displaying,0.13999512682549684
refuse,0.09983195518918514
dubbed,0.1353639720305907
translate,0.10610354021563945
detained,0.041376725683944654
believing,0.10030400581401686
abuses,-0.017076954885980045
demonstrating,0.15578350036657007
sells,0.0829003295051251
wore,0.07394837078182837
defeating,0.07864105169063118
assisting,0.13827751233393681
outlined,0.15375651537877416
extends,0.10161438944510848
amended,0.07842602006426336
logged,0.015679125470818456
researching,0.10570065479607771
endorsed,0.14443446839896892
touched,0.07716531476949828
preserving,0.11237485163757516
accepts,0.13682008845922666
manages,0.04541748233490675
arise,0.09795312531483535
highlighting,0.19712599185538765
lacked,0.09899081228408685
assists,0.06558054533355867
portrayed,0.09025078249122709
needing,0.0786132337350145
locate,0.12950100948099302
illustrated,0.11283260441793858
enforce,0.0989573263206956
assured,0.14475187010264173
relate,0.13271459696227889
staged,0.09183784215104179
delivers,0.12760130038729514
valued,0.04940397928051066
coordinated,0.045247131319936906
banning,0.08663652611376349
adapted,0.10218656272822904
undertaken,0.06717651807565864
disclosed,0.10096518887356598
marry,0.06805622350660728
convince,0.1488703745249622
exceed,0.07609936773192039
administered,0.04879630858091916
caring,-0.008963822019907197
analyzing,0.03386111262322439
comprising,0.1769701391721504
rename,0.09740712586179145
announcing,0.17637326506520765
coordinate,0.06053221475979309
dealt,0.051890180609093284
impose,0.13898103739503892
planted,0.06909542142387332
observing,-0.010442978433566286
embedded,0.09919202009159664
dressed,0.04493879432903225
wasted,0.0010172520511206318
favored,0.10973193867962
violates,0.08103694133010336
integrate,0.12568467094766778
withdraw,0.11210375080803148
withdrawn,0.05247165811800558
console,0.017391795212064742
acquiring,0.053790325413824225
triggered,0.12072168353256801
exclude,0.09707003545232262
experiencing,0.09104222946793744
doubled,0.06903832970202706
neighboring,0.03437122387525493
negotiated,0.03445076178433265
employing,0.08777807652077008
advising,0.08848722124129088
searched,0.08696383789023648
disappear,0.07403251136577732
invest,0.06580753409271484
resist,0.0953781660499115
associates,0.09969396926275018
practicing,-0.013472055731882038
judged,0.1119156299067201
characterized,0.11282181242094069
issuing,0.09453960681241247
recommends,0.0935204406003372
sued,0.04510269982062193
capturing,0.06788975178097373
drafted,0.09117842447503721
prevents,0.08911745157301443
comprises,0.14403890924661944
negotiate,0.11715606633822001
recognizing,0.07949731444661917
arriving,0.025415946624494923
consumed,0.03890315815193229
combines,0.1036722210137423
complaining,0.07068387932038028
contracted,0.028731020802924945
rely,0.1164194934193753
understands,0.0403915787094169
introduces,0.1548631175821124
policing,0.024309423433637123
adopting,0.11083165702080333
distinguish,0.0863638651019728
asserted,0.10581373210568099
depicting,0.10959959036943845
traveled,0.027449498257715865
deserved,0.07365647493137586
recruited,0.08609488631927442
blaming,0.07125816140375982
monitored,0.07270619004145767
ranging,0.10249537260419767
converting,0.08177106032957515
neglected,0.027899191584234928
invested,0.03326700671798749
enacted,0.06191501878066363
enjoys,0.09962417973766621
examines,0.10943291997492466
concentrated,0.03851740001584658
undone,0.0015000601136016534
declaring,0.12754418662511824
emphasize,0.16797123249705098
determines,0.07380546066999571
accommodate,0.183770312823897
surveyed,0.08388896550810715
nominate,0.1948381195676839
insist,0.1702848142457442
notify,0.15272496060866475
originated,0.08099385944507906
emerge,0.14203216459387158
committing,0.053577003760440056
retaining,0.1515647622517421
conclude,0.14113895149137606
intend,0.10141821765563394
advocating,0.10508552099170401
affiliate,0.03201742662918383
rescued,0.06822506226592595
utilized,0.09348870562613348
convey,0.16263719188103481
distribute,0.10099071420787559
supplying,0.16686733362835915
enhancing,0.1589613705547092
commenting,0.143153300093952
resolves,0.028448525620684728
sustain,0.11484552152606348
struggled,-0.028854872430222334
improves,0.0891296032931384
utilizing,0.13149626414341553
debated,0.10440503167107296
attracting,0.14824943243190056
illustrates,0.11160676452876189
withdrew,0.08397805773613987
rolled,0.09728950468490563
commanded,-0.009045619532383087
dominate,0.11107079143604681
exploit,0.11381981138607666
assumes,0.0813458785476695
enrolled,0.03168301849292712
sits,0.09411323646069591
possessed,0.07484009898632976
clarified,0.14506456954559932
insists,0.10981867684302302
rebuilt,0.0759005910965751
utilize,0.163030435627729
opposes,0.06367254961662164
evolving,0.10374776045083606
depicted,0.07186909532904362
removes,0.10459148213606245
inserting,0.11734506684426349
warns,0.11140772301601498
warn,0.14681321833467287
uncovered,0.06526669482536987
switched,0.04711370378498292
exceeded,0.058468818854659876
lowered,0.053796413791492026
fitted,0.056092592835645994
resumed,0.024596751189328914
exhibited,0.11352414288947671
regulate,0.06777663669935913
grabbed,0.10422957415291492
assert,0.1448706379628068
sorting,-0.047528773817438696
competed,0.013339298200785499
employs,0.07666691230424272
strengthened,0.14862907416227245
oriented,0.05434172030459786
varies,0.0722077745180118
embraced,0.09593634970399093
forgot,0.022137590067144386
ruined,0.08218143060408359
restrict,0.12165484796407056
departed,-0.00908554621084623
lasted,0.02147327453340611
jailed,0.04870022319530637
branded,0.14096438661245883
testified,0.0979372649348289
threatens,0.09156896788466146
situated,0.09344165434022239
undertake,0.13829142709679093
spinning,0.02705353520857734
retire,0.0671982271498438
compromised,0.09849508383297789
slipped,0.05235282926943069
interpreting,0.013166033869027038
ate,0.01767931770108075
accelerated,0.02486445311622526
decreasing,0.08422319125394534
expose,0.14363635551650283
swept,0.04332983375577504
occupy,0.13784717234656163
tortured,-0.0017416667309527734
reminded,0.15003434178184052
freed,0.014228193684280632
disrupt,0.1095477949720765
undermine,0.119550813476419
chasing,0.022316863471279536
upgraded,0.13346633646237663
accomplish,0.06916232034296227
invaded,0.040951835116959934
topped,0.09183342632109709
poses,0.07552724361307589
omitted,0.06276706855404812
consisting,0.16630398588852874
knocked,0.08231726811696422
align,0.004524471755673942
educate,0.11933867741092682
leaked,0.10089623403100659
pledged,0.0693827415071506
climbed,0.045937172731069204
minimize,0.09315677150146179
crowded,0.07813436789201522
separating,0.06220857501164179
permitting,0.09652292078688252
voiced,0.14020195871871555
sparked,0.13234014802261598
experimenting,0.013367630512433282
divorced,-0.04324149339549424
confirming,0.1632576812308959
coordinating,0.11014478237005579
diminished,0.037263040790983304
battling,0.050239002328786864
sacked,0.05729078559204098
dismiss,0.1057548331615289
sounded,0.09054809547418952
pitched,0.03439605581447641
diagnosed,-0.019751624568650095
abolished,0.002904777348783971
enforcing,0.06393806727078605
exploited,0.0541445812769169
debating,0.035900458703706895
demolished,0.03548278750468542
proclaimed,0.1145722036574788
relates,0.11063694024597281
rejecting,0.1333193132622866
hated,-0.013802755013780699
waited,0.007660313087619025
cleaned,0.08534568705631318
detailing,0.20695951051988243
implying,0.12480059334985338
accumulated,-0.03616977888327877
allocated,0.013153065954989551
housed,0.10687841268406079
closes,0.09814939393884003
pray,0.04019181909507957
flowing,0.03997832815133634
arose,0.11444478319617488
sank,0.020598847805504472
activated,0.016955956803137717
upgrades,0.021895547283217687
ceased,-0.008347191927641634
comprised,0.11272758881393447
endorse,0.18493646016737908
powered,0.0812781571569684
constituted,0.09211298484735714
criticizing,0.08424227710005477
advocated,0.10407326346346135
interact,0.10423821873244421
tracked,0.028442464023013703
reinforced,0.1477518573843683
sorted,0.005093926269009563
conceded,0.04444326256473491
raped,-0.008935787958954167
spends,0.02964812196404501
transferring,0.061776409540010124
disclose,0.12356203629298124
spelled,0.042767346554394486
decorated,0.1011479767681972
predicting,0.08086173464307578
resemble,0.1494203582515368
commenced,0.020251412494623644
upheld,0.10436846006603123
concludes,0.10413084320185478
enduring,0.06034074012385063
appealed,0.11238234738581543
resolving,0.09608547413655633
guiding,0.06438139851712543
punished,0.02700503121544262
shortened,0.09743719307169918
exaggerated,0.05502367287579768
confront,0.1133523130557581
advertised,0.11154700791938543
persuade,0.13463552016199498
transmitted,0.045017213651286025
slowing,0.019999579254448174
protects,0.08927395086625672
proposes,0.12554240290320826
weighed,0.00918010863656435
tolerated,0.055958986700128305
transforming,0.08138496959178998
kidnapped,0.0028772609052236664
awaiting,0.10212289551365666
rejects,0.11643467025973969
facilitating,0.14540134773987334
occupying,0.09185946681284693
resign,0.10427639634707064
overturned,0.0914284249131514
mandated,0.04919338419442973
differing,0.013870158634957497
adapt,0.12113090641705437
translating,0.06600560525193022
comprise,0.17588427594030648
termed,0.0960666667716743
protesting,0.04357139136888777
weigh,0.06687442694242829
airing,0.08702461080745594
rebuild,0.06871545728281325
dried,0.009314497430110869
delighted,0.06400992226011376
dumped,0.08617118355087727
fleeing,0.04377817639355097
evolve,0.09908360688571882
instructed,0.025586544367147634
streaming,0.04435507403068145
affiliates,-0.0052574204484562015
finishes,0.04397261848319686
accuse,0.09850921725670775
shipped,0.037161758486232266
emphasizes,0.09879112487410885
erected,0.09882448656505946
establishes,0.12324261535481412
booked,0.009862737181460968
presumed,0.06519695423449212
announces,0.14848102355770781
trusts,-0.021644939230527238
rant,0.055483600023528534
invites,0.14754673303124932
calculate,-0.06750459277125631
figured,0.05622397855245992
enlisted,0.04273699919140872
urges,0.05066504545493397
wished,0.06111636340399035
fulfill,0.15013762165732802
celebrates,0.07393779841567671
compares,0.04941035166588337
framed,0.09865735161127975
centered,0.08247296444528829
incorporates,0.14678294370492162
donate,0.07649445307519015
toured,0.08884509569737611
discarded,0.018086245151981817
deploy,0.0896239643356701
remembers,0.052044438185911146
