word,pair,type,freq,file,register
subtract,add/subtract,subtract,17,w_mag_2002.txt,magazine
addition,addition/subtraction,add,729,w_mag_2002.txt,magazine
subtraction,addition/subtraction,subtract,0,w_mag_2002.txt,magazine
plus,plus/minus,add,436,w_mag_2002.txt,magazine
minus,plus/minus,subtract,49,w_mag_2002.txt,magazine
more,more/less,add,11249,w_mag_2002.txt,magazine
less,more/less,subtract,5087,w_mag_2002.txt,magazine
most,most/least,add,6869,w_mag_2002.txt,magazine
least,most/least,subtract,1438,w_mag_2002.txt,magazine
many,many/few,add,4089,w_mag_2002.txt,magazine
few,many/few,subtract,2738,w_mag_2002.txt,magazine
increase,increase/decrease,add,1128,w_mag_2002.txt,magazine
decrease,increase/decrease,subtract,127,w_mag_2002.txt,magazine
add,add/subtract,add,4583,w_mag_2003.txt,magazine
subtract,add/subtract,subtract,31,w_mag_2003.txt,magazine
addition,addition/subtraction,add,795,w_mag_2003.txt,magazine
subtraction,addition/subtraction,subtract,5,w_mag_2003.txt,magazine
plus,plus/minus,add,564,w_mag_2003.txt,magazine
minus,plus/minus,subtract,54,w_mag_2003.txt,magazine
more,more/less,add,11670,w_mag_2003.txt,magazine
less,more/less,subtract,5005,w_mag_2003.txt,magazine
most,most/least,add,6749,w_mag_2003.txt,magazine
least,most/least,subtract,1346,w_mag_2003.txt,magazine
many,many/few,add,3815,w_mag_2003.txt,magazine
few,many/few,subtract,2686,w_mag_2003.txt,magazine
increase,increase/decrease,add,1137,w_mag_2003.txt,magazine
decrease,increase/decrease,subtract,145,w_mag_2003.txt,magazine
add,add/subtract,add,4023,w_mag_2004.txt,magazine
subtract,add/subtract,subtract,34,w_mag_2004.txt,magazine
addition,addition/subtraction,add,804,w_mag_2004.txt,magazine
subtraction,addition/subtraction,subtract,4,w_mag_2004.txt,magazine
plus,plus/minus,add,570,w_mag_2004.txt,magazine
minus,plus/minus,subtract,51,w_mag_2004.txt,magazine
more,more/less,add,11087,w_mag_2004.txt,magazine
less,more/less,subtract,4766,w_mag_2004.txt,magazine
most,most/least,add,6646,w_mag_2004.txt,magazine
least,most/least,subtract,1343,w_mag_2004.txt,magazine
many,many/few,add,3808,w_mag_2004.txt,magazine
few,many/few,subtract,2659,w_mag_2004.txt,magazine
increase,increase/decrease,add,869,w_mag_2004.txt,magazine
decrease,increase/decrease,subtract,143,w_mag_2004.txt,magazine
add,add/subtract,add,4161,w_mag_2005.txt,magazine
subtract,add/subtract,subtract,26,w_mag_2005.txt,magazine
addition,addition/subtraction,add,757,w_mag_2005.txt,magazine
subtraction,addition/subtraction,subtract,0,w_mag_2005.txt,magazine
plus,plus/minus,add,575,w_mag_2005.txt,magazine
minus,plus/minus,subtract,59,w_mag_2005.txt,magazine
more,more/less,add,11439,w_mag_2005.txt,magazine
less,more/less,subtract,4889,w_mag_2005.txt,magazine
most,most/least,add,6826,w_mag_2005.txt,magazine
least,most/least,subtract,1326,w_mag_2005.txt,magazine
many,many/few,add,3933,w_mag_2005.txt,magazine
few,many/few,subtract,2856,w_mag_2005.txt,magazine
increase,increase/decrease,add,871,w_mag_2005.txt,magazine
decrease,increase/decrease,subtract,119,w_mag_2005.txt,magazine
add,add/subtract,add,4066,w_mag_2006.txt,magazine
subtract,add/subtract,subtract,9,w_mag_2006.txt,magazine
addition,addition/subtraction,add,749,w_mag_2006.txt,magazine
subtraction,addition/subtraction,subtract,1,w_mag_2006.txt,magazine
plus,plus/minus,add,633,w_mag_2006.txt,magazine
minus,plus/minus,subtract,51,w_mag_2006.txt,magazine
more,more/less,add,11587,w_mag_2006.txt,magazine
less,more/less,subtract,4914,w_mag_2006.txt,magazine
most,most/least,add,6724,w_mag_2006.txt,magazine
least,most/least,subtract,1344,w_mag_2006.txt,magazine
many,many/few,add,3828,w_mag_2006.txt,magazine
few,many/few,subtract,2649,w_mag_2006.txt,magazine
increase,increase/decrease,add,975,w_mag_2006.txt,magazine
decrease,increase/decrease,subtract,113,w_mag_2006.txt,magazine
add,add/subtract,add,4194,w_mag_2007.txt,magazine
subtract,add/subtract,subtract,11,w_mag_2007.txt,magazine
addition,addition/subtraction,add,836,w_mag_2007.txt,magazine
subtraction,addition/subtraction,subtract,0,w_mag_2007.txt,magazine
plus,plus/minus,add,600,w_mag_2007.txt,magazine
minus,plus/minus,subtract,58,w_mag_2007.txt,magazine
more,more/less,add,11382,w_mag_2007.txt,magazine
less,more/less,subtract,4794,w_mag_2007.txt,magazine
most,most/least,add,6574,w_mag_2007.txt,magazine
least,most/least,subtract,1341,w_mag_2007.txt,magazine
many,many/few,add,3706,w_mag_2007.txt,magazine
few,many/few,subtract,2692,w_mag_2007.txt,magazine
increase,increase/decrease,add,858,w_mag_2007.txt,magazine
decrease,increase/decrease,subtract,130,w_mag_2007.txt,magazine
add,add/subtract,add,4029,w_mag_2008.txt,magazine
subtract,add/subtract,subtract,15,w_mag_2008.txt,magazine
addition,addition/subtraction,add,708,w_mag_2008.txt,magazine
subtraction,addition/subtraction,subtract,2,w_mag_2008.txt,magazine
plus,plus/minus,add,620,w_mag_2008.txt,magazine
minus,plus/minus,subtract,58,w_mag_2008.txt,magazine
more,more/less,add,11612,w_mag_2008.txt,magazine
less,more/less,subtract,4894,w_mag_2008.txt,magazine
most,most/least,add,6386,w_mag_2008.txt,magazine
least,most/least,subtract,1311,w_mag_2008.txt,magazine
many,many/few,add,3704,w_mag_2008.txt,magazine
few,many/few,subtract,2696,w_mag_2008.txt,magazine
increase,increase/decrease,add,925,w_mag_2008.txt,magazine
decrease,increase/decrease,subtract,114,w_mag_2008.txt,magazine
add,add/subtract,add,3546,w_mag_2009.txt,magazine
subtract,add/subtract,subtract,23,w_mag_2009.txt,magazine
addition,addition/subtraction,add,590,w_mag_2009.txt,magazine
subtraction,addition/subtraction,subtract,2,w_mag_2009.txt,magazine
plus,plus/minus,add,674,w_mag_2009.txt,magazine
minus,plus/minus,subtract,49,w_mag_2009.txt,magazine
more,more/less,add,10573,w_mag_2009.txt,magazine
less,more/less,subtract,4628,w_mag_2009.txt,magazine
most,most/least,add,5773,w_mag_2009.txt,magazine
least,most/least,subtract,1261,w_mag_2009.txt,magazine
many,many/few,add,3321,w_mag_2009.txt,magazine
few,many/few,subtract,2493,w_mag_2009.txt,magazine
increase,increase/decrease,add,789,w_mag_2009.txt,magazine
decrease,increase/decrease,subtract,118,w_mag_2009.txt,magazine
add,add/subtract,add,3212,w_mag_2010.txt,magazine
subtract,add/subtract,subtract,14,w_mag_2010.txt,magazine
addition,addition/subtraction,add,514,w_mag_2010.txt,magazine
subtraction,addition/subtraction,subtract,2,w_mag_2010.txt,magazine
plus,plus/minus,add,665,w_mag_2010.txt,magazine
minus,plus/minus,subtract,49,w_mag_2010.txt,magazine
more,more/less,add,9635,w_mag_2010.txt,magazine
less,more/less,subtract,4338,w_mag_2010.txt,magazine
most,most/least,add,5393,w_mag_2010.txt,magazine
least,most/least,subtract,1132,w_mag_2010.txt,magazine
many,many/few,add,3230,w_mag_2010.txt,magazine
few,many/few,subtract,2362,w_mag_2010.txt,magazine
increase,increase/decrease,add,609,w_mag_2010.txt,magazine
decrease,increase/decrease,subtract,81,w_mag_2010.txt,magazine
add,add/subtract,add,3777,w_mag_2011.txt,magazine
subtract,add/subtract,subtract,10,w_mag_2011.txt,magazine
addition,addition/subtraction,add,578,w_mag_2011.txt,magazine
subtraction,addition/subtraction,subtract,1,w_mag_2011.txt,magazine
plus,plus/minus,add,725,w_mag_2011.txt,magazine
minus,plus/minus,subtract,58,w_mag_2011.txt,magazine
more,more/less,add,10440,w_mag_2011.txt,magazine
less,more/less,subtract,4662,w_mag_2011.txt,magazine
most,most/least,add,5995,w_mag_2011.txt,magazine
least,most/least,subtract,1182,w_mag_2011.txt,magazine
many,many/few,add,3251,w_mag_2011.txt,magazine
few,many/few,subtract,2694,w_mag_2011.txt,magazine
increase,increase/decrease,add,730,w_mag_2011.txt,magazine
decrease,increase/decrease,subtract,101,w_mag_2011.txt,magazine
add,add/subtract,add,2182,w_mag_2012.txt,magazine
subtract,add/subtract,subtract,12,w_mag_2012.txt,magazine
addition,addition/subtraction,add,276,w_mag_2012.txt,magazine
subtraction,addition/subtraction,subtract,4,w_mag_2012.txt,magazine
plus,plus/minus,add,391,w_mag_2012.txt,magazine
minus,plus/minus,subtract,30,w_mag_2012.txt,magazine
more,more/less,add,5883,w_mag_2012.txt,magazine
less,more/less,subtract,2486,w_mag_2012.txt,magazine
most,most/least,add,3157,w_mag_2012.txt,magazine
least,most/least,subtract,624,w_mag_2012.txt,magazine
many,many/few,add,1845,w_mag_2012.txt,magazine
few,many/few,subtract,1448,w_mag_2012.txt,magazine
increase,increase/decrease,add,442,w_mag_2012.txt,magazine
decrease,increase/decrease,subtract,75,w_mag_2012.txt,magazine
add,add/subtract,add,2120,w_fic_1990.txt,fiction
subtract,add/subtract,subtract,7,w_fic_1990.txt,fiction
addition,addition/subtraction,add,76,w_fic_1990.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_1990.txt,fiction
plus,plus/minus,add,82,w_fic_1990.txt,fiction
minus,plus/minus,subtract,23,w_fic_1990.txt,fiction
more,more/less,add,6395,w_fic_1990.txt,fiction
less,more/less,subtract,3704,w_fic_1990.txt,fiction
most,most/least,add,3855,w_fic_1990.txt,fiction
least,most/least,subtract,1083,w_fic_1990.txt,fiction
many,many/few,add,1599,w_fic_1990.txt,fiction
few,many/few,subtract,2182,w_fic_1990.txt,fiction
increase,increase/decrease,add,90,w_fic_1990.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_1990.txt,fiction
add,add/subtract,add,2375,w_fic_1991.txt,fiction
subtract,add/subtract,subtract,6,w_fic_1991.txt,fiction
addition,addition/subtraction,add,107,w_fic_1991.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_1991.txt,fiction
plus,plus/minus,add,129,w_fic_1991.txt,fiction
minus,plus/minus,subtract,32,w_fic_1991.txt,fiction
more,more/less,add,6698,w_fic_1991.txt,fiction
less,more/less,subtract,4111,w_fic_1991.txt,fiction
most,most/least,add,3883,w_fic_1991.txt,fiction
least,most/least,subtract,1130,w_fic_1991.txt,fiction
many,many/few,add,1591,w_fic_1991.txt,fiction
few,many/few,subtract,2182,w_fic_1991.txt,fiction
increase,increase/decrease,add,86,w_fic_1991.txt,fiction
decrease,increase/decrease,subtract,10,w_fic_1991.txt,fiction
add,add/subtract,add,2213,w_fic_1992.txt,fiction
subtract,add/subtract,subtract,5,w_fic_1992.txt,fiction
addition,addition/subtraction,add,99,w_fic_1992.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_1992.txt,fiction
plus,plus/minus,add,108,w_fic_1992.txt,fiction
minus,plus/minus,subtract,20,w_fic_1992.txt,fiction
more,more/less,add,5863,w_fic_1992.txt,fiction
less,more/less,subtract,3571,w_fic_1992.txt,fiction
most,most/least,add,3289,w_fic_1992.txt,fiction
least,most/least,subtract,894,w_fic_1992.txt,fiction
many,many/few,add,1555,w_fic_1992.txt,fiction
few,many/few,subtract,1979,w_fic_1992.txt,fiction
increase,increase/decrease,add,87,w_fic_1992.txt,fiction
decrease,increase/decrease,subtract,8,w_fic_1992.txt,fiction
add,add/subtract,add,2031,w_fic_1993.txt,fiction
subtract,add/subtract,subtract,5,w_fic_1993.txt,fiction
addition,addition/subtraction,add,83,w_fic_1993.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_1993.txt,fiction
plus,plus/minus,add,92,w_fic_1993.txt,fiction
minus,plus/minus,subtract,26,w_fic_1993.txt,fiction
more,more/less,add,5776,w_fic_1993.txt,fiction
less,more/less,subtract,3538,w_fic_1993.txt,fiction
most,most/least,add,3397,w_fic_1993.txt,fiction
least,most/least,subtract,952,w_fic_1993.txt,fiction
many,many/few,add,1435,w_fic_1993.txt,fiction
few,many/few,subtract,1972,w_fic_1993.txt,fiction
increase,increase/decrease,add,59,w_fic_1993.txt,fiction
decrease,increase/decrease,subtract,6,w_fic_1993.txt,fiction
add,add/subtract,add,2013,w_fic_1994.txt,fiction
subtract,add/subtract,subtract,6,w_fic_1994.txt,fiction
addition,addition/subtraction,add,76,w_fic_1994.txt,fiction
subtraction,addition/subtraction,subtract,2,w_fic_1994.txt,fiction
plus,plus/minus,add,116,w_fic_1994.txt,fiction
minus,plus/minus,subtract,17,w_fic_1994.txt,fiction
more,more/less,add,5619,w_fic_1994.txt,fiction
less,more/less,subtract,3268,w_fic_1994.txt,fiction
most,most/least,add,3117,w_fic_1994.txt,fiction
least,most/least,subtract,840,w_fic_1994.txt,fiction
many,many/few,add,1571,w_fic_1994.txt,fiction
few,many/few,subtract,1904,w_fic_1994.txt,fiction
increase,increase/decrease,add,75,w_fic_1994.txt,fiction
decrease,increase/decrease,subtract,6,w_fic_1994.txt,fiction
add,add/subtract,add,1921,w_fic_1995.txt,fiction
subtract,add/subtract,subtract,10,w_fic_1995.txt,fiction
addition,addition/subtraction,add,97,w_fic_1995.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_1995.txt,fiction
plus,plus/minus,add,152,w_fic_1995.txt,fiction
minus,plus/minus,subtract,27,w_fic_1995.txt,fiction
more,more/less,add,5756,w_fic_1995.txt,fiction
less,more/less,subtract,3553,w_fic_1995.txt,fiction
most,most/least,add,3443,w_fic_1995.txt,fiction
least,most/least,subtract,1092,w_fic_1995.txt,fiction
many,many/few,add,1392,w_fic_1995.txt,fiction
few,many/few,subtract,1854,w_fic_1995.txt,fiction
increase,increase/decrease,add,73,w_fic_1995.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_1995.txt,fiction
add,add/subtract,add,2166,w_fic_1996.txt,fiction
subtract,add/subtract,subtract,3,w_fic_1996.txt,fiction
addition,addition/subtraction,add,104,w_fic_1996.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_1996.txt,fiction
plus,plus/minus,add,108,w_fic_1996.txt,fiction
minus,plus/minus,subtract,34,w_fic_1996.txt,fiction
more,more/less,add,5282,w_fic_1996.txt,fiction
less,more/less,subtract,3368,w_fic_1996.txt,fiction
most,most/least,add,3192,w_fic_1996.txt,fiction
least,most/least,subtract,874,w_fic_1996.txt,fiction
many,many/few,add,1571,w_fic_1996.txt,fiction
few,many/few,subtract,1923,w_fic_1996.txt,fiction
increase,increase/decrease,add,88,w_fic_1996.txt,fiction
decrease,increase/decrease,subtract,8,w_fic_1996.txt,fiction
add,add/subtract,add,1855,w_fic_1997.txt,fiction
subtract,add/subtract,subtract,8,w_fic_1997.txt,fiction
addition,addition/subtraction,add,80,w_fic_1997.txt,fiction
subtraction,addition/subtraction,subtract,3,w_fic_1997.txt,fiction
plus,plus/minus,add,92,w_fic_1997.txt,fiction
minus,plus/minus,subtract,44,w_fic_1997.txt,fiction
more,more/less,add,5412,w_fic_1997.txt,fiction
less,more/less,subtract,3217,w_fic_1997.txt,fiction
most,most/least,add,3144,w_fic_1997.txt,fiction
least,most/least,subtract,860,w_fic_1997.txt,fiction
many,many/few,add,1340,w_fic_1997.txt,fiction
few,many/few,subtract,2066,w_fic_1997.txt,fiction
increase,increase/decrease,add,62,w_fic_1997.txt,fiction
decrease,increase/decrease,subtract,2,w_fic_1997.txt,fiction
add,add/subtract,add,1802,w_fic_1998.txt,fiction
subtract,add/subtract,subtract,6,w_fic_1998.txt,fiction
addition,addition/subtraction,add,82,w_fic_1998.txt,fiction
subtraction,addition/subtraction,subtract,2,w_fic_1998.txt,fiction
plus,plus/minus,add,111,w_fic_1998.txt,fiction
minus,plus/minus,subtract,21,w_fic_1998.txt,fiction
more,more/less,add,5883,w_fic_1998.txt,fiction
less,more/less,subtract,3364,w_fic_1998.txt,fiction
most,most/least,add,3300,w_fic_1998.txt,fiction
least,most/least,subtract,880,w_fic_1998.txt,fiction
many,many/few,add,1498,w_fic_1998.txt,fiction
few,many/few,subtract,2084,w_fic_1998.txt,fiction
increase,increase/decrease,add,77,w_fic_1998.txt,fiction
decrease,increase/decrease,subtract,3,w_fic_1998.txt,fiction
add,add/subtract,add,2025,w_fic_1999.txt,fiction
subtract,add/subtract,subtract,7,w_fic_1999.txt,fiction
addition,addition/subtraction,add,92,w_fic_1999.txt,fiction
subtraction,addition/subtraction,subtract,2,w_fic_1999.txt,fiction
plus,plus/minus,add,145,w_fic_1999.txt,fiction
minus,plus/minus,subtract,44,w_fic_1999.txt,fiction
more,more/less,add,6455,w_fic_1999.txt,fiction
less,more/less,subtract,3508,w_fic_1999.txt,fiction
most,most/least,add,3824,w_fic_1999.txt,fiction
least,most/least,subtract,1186,w_fic_1999.txt,fiction
many,many/few,add,1661,w_fic_1999.txt,fiction
few,many/few,subtract,2308,w_fic_1999.txt,fiction
increase,increase/decrease,add,90,w_fic_1999.txt,fiction
decrease,increase/decrease,subtract,12,w_fic_1999.txt,fiction
add,add/subtract,add,2273,w_fic_2000.txt,fiction
subtract,add/subtract,subtract,6,w_fic_2000.txt,fiction
addition,addition/subtraction,add,103,w_fic_2000.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2000.txt,fiction
plus,plus/minus,add,130,w_fic_2000.txt,fiction
minus,plus/minus,subtract,51,w_fic_2000.txt,fiction
more,more/less,add,6261,w_fic_2000.txt,fiction
less,more/less,subtract,3759,w_fic_2000.txt,fiction
most,most/least,add,3532,w_fic_2000.txt,fiction
least,most/least,subtract,953,w_fic_2000.txt,fiction
many,many/few,add,1686,w_fic_2000.txt,fiction
few,many/few,subtract,2176,w_fic_2000.txt,fiction
increase,increase/decrease,add,105,w_fic_2000.txt,fiction
decrease,increase/decrease,subtract,14,w_fic_2000.txt,fiction
add,add/subtract,add,1954,w_fic_2001.txt,fiction
subtract,add/subtract,subtract,4,w_fic_2001.txt,fiction
addition,addition/subtraction,add,84,w_fic_2001.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2001.txt,fiction
plus,plus/minus,add,135,w_fic_2001.txt,fiction
minus,plus/minus,subtract,31,w_fic_2001.txt,fiction
more,more/less,add,5894,w_fic_2001.txt,fiction
less,more/less,subtract,3548,w_fic_2001.txt,fiction
most,most/least,add,3599,w_fic_2001.txt,fiction
least,most/least,subtract,975,w_fic_2001.txt,fiction
many,many/few,add,1587,w_fic_2001.txt,fiction
few,many/few,subtract,2232,w_fic_2001.txt,fiction
increase,increase/decrease,add,82,w_fic_2001.txt,fiction
decrease,increase/decrease,subtract,11,w_fic_2001.txt,fiction
add,add/subtract,add,1770,w_fic_2002.txt,fiction
subtract,add/subtract,subtract,9,w_fic_2002.txt,fiction
addition,addition/subtraction,add,90,w_fic_2002.txt,fiction
subtraction,addition/subtraction,subtract,3,w_fic_2002.txt,fiction
plus,plus/minus,add,155,w_fic_2002.txt,fiction
minus,plus/minus,subtract,25,w_fic_2002.txt,fiction
more,more/less,add,5910,w_fic_2002.txt,fiction
less,more/less,subtract,3588,w_fic_2002.txt,fiction
most,most/least,add,3534,w_fic_2002.txt,fiction
least,most/least,subtract,925,w_fic_2002.txt,fiction
many,many/few,add,1659,w_fic_2002.txt,fiction
few,many/few,subtract,2125,w_fic_2002.txt,fiction
increase,increase/decrease,add,95,w_fic_2002.txt,fiction
decrease,increase/decrease,subtract,3,w_fic_2002.txt,fiction
add,add/subtract,add,2231,w_fic_2003.txt,fiction
subtract,add/subtract,subtract,5,w_fic_2003.txt,fiction
addition,addition/subtraction,add,99,w_fic_2003.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_2003.txt,fiction
plus,plus/minus,add,161,w_fic_2003.txt,fiction
minus,plus/minus,subtract,43,w_fic_2003.txt,fiction
more,more/less,add,6609,w_fic_2003.txt,fiction
less,more/less,subtract,3867,w_fic_2003.txt,fiction
most,most/least,add,3946,w_fic_2003.txt,fiction
least,most/least,subtract,1110,w_fic_2003.txt,fiction
many,many/few,add,1774,w_fic_2003.txt,fiction
few,many/few,subtract,2450,w_fic_2003.txt,fiction
increase,increase/decrease,add,113,w_fic_2003.txt,fiction
decrease,increase/decrease,subtract,24,w_fic_2003.txt,fiction
add,add/subtract,add,2165,w_fic_2004.txt,fiction
subtract,add/subtract,subtract,7,w_fic_2004.txt,fiction
addition,addition/subtraction,add,105,w_fic_2004.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_2004.txt,fiction
plus,plus/minus,add,161,w_fic_2004.txt,fiction
minus,plus/minus,subtract,42,w_fic_2004.txt,fiction
more,more/less,add,6338,w_fic_2004.txt,fiction
less,more/less,subtract,3946,w_fic_2004.txt,fiction
most,most/least,add,3848,w_fic_2004.txt,fiction
least,most/least,subtract,1112,w_fic_2004.txt,fiction
many,many/few,add,1755,w_fic_2004.txt,fiction
few,many/few,subtract,2511,w_fic_2004.txt,fiction
increase,increase/decrease,add,92,w_fic_2004.txt,fiction
decrease,increase/decrease,subtract,8,w_fic_2004.txt,fiction
add,add/subtract,add,2474,w_fic_2005.txt,fiction
subtract,add/subtract,subtract,6,w_fic_2005.txt,fiction
addition,addition/subtraction,add,127,w_fic_2005.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_2005.txt,fiction
plus,plus/minus,add,167,w_fic_2005.txt,fiction
minus,plus/minus,subtract,38,w_fic_2005.txt,fiction
more,more/less,add,6433,w_fic_2005.txt,fiction
less,more/less,subtract,3980,w_fic_2005.txt,fiction
most,most/least,add,3829,w_fic_2005.txt,fiction
least,most/least,subtract,1185,w_fic_2005.txt,fiction
many,many/few,add,1753,w_fic_2005.txt,fiction
few,many/few,subtract,2595,w_fic_2005.txt,fiction
increase,increase/decrease,add,94,w_fic_2005.txt,fiction
decrease,increase/decrease,subtract,7,w_fic_2005.txt,fiction
add,add/subtract,add,2106,w_fic_2006.txt,fiction
subtract,add/subtract,subtract,6,w_fic_2006.txt,fiction
addition,addition/subtraction,add,102,w_fic_2006.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2006.txt,fiction
plus,plus/minus,add,155,w_fic_2006.txt,fiction
minus,plus/minus,subtract,41,w_fic_2006.txt,fiction
more,more/less,add,6660,w_fic_2006.txt,fiction
less,more/less,subtract,3950,w_fic_2006.txt,fiction
most,most/least,add,4068,w_fic_2006.txt,fiction
least,most/least,subtract,1175,w_fic_2006.txt,fiction
many,many/few,add,1823,w_fic_2006.txt,fiction
few,many/few,subtract,2525,w_fic_2006.txt,fiction
increase,increase/decrease,add,97,w_fic_2006.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_2006.txt,fiction
add,add/subtract,add,2063,w_fic_2007.txt,fiction
subtract,add/subtract,subtract,5,w_fic_2007.txt,fiction
addition,addition/subtraction,add,123,w_fic_2007.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2007.txt,fiction
plus,plus/minus,add,145,w_fic_2007.txt,fiction
minus,plus/minus,subtract,46,w_fic_2007.txt,fiction
more,more/less,add,6292,w_fic_2007.txt,fiction
less,more/less,subtract,3688,w_fic_2007.txt,fiction
most,most/least,add,3705,w_fic_2007.txt,fiction
least,most/least,subtract,1109,w_fic_2007.txt,fiction
many,many/few,add,1659,w_fic_2007.txt,fiction
few,many/few,subtract,2492,w_fic_2007.txt,fiction
increase,increase/decrease,add,126,w_fic_2007.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_2007.txt,fiction
add,add/subtract,add,2187,w_fic_2008.txt,fiction
subtract,add/subtract,subtract,7,w_fic_2008.txt,fiction
addition,addition/subtraction,add,157,w_fic_2008.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2008.txt,fiction
plus,plus/minus,add,175,w_fic_2008.txt,fiction
minus,plus/minus,subtract,42,w_fic_2008.txt,fiction
more,more/less,add,7118,w_fic_2008.txt,fiction
less,more/less,subtract,4060,w_fic_2008.txt,fiction
most,most/least,add,4278,w_fic_2008.txt,fiction
least,most/least,subtract,1483,w_fic_2008.txt,fiction
many,many/few,add,1824,w_fic_2008.txt,fiction
few,many/few,subtract,2795,w_fic_2008.txt,fiction
increase,increase/decrease,add,106,w_fic_2008.txt,fiction
decrease,increase/decrease,subtract,7,w_fic_2008.txt,fiction
add,add/subtract,add,2267,w_fic_2009.txt,fiction
subtract,add/subtract,subtract,13,w_fic_2009.txt,fiction
addition,addition/subtraction,add,116,w_fic_2009.txt,fiction
subtraction,addition/subtraction,subtract,2,w_fic_2009.txt,fiction
plus,plus/minus,add,180,w_fic_2009.txt,fiction
minus,plus/minus,subtract,64,w_fic_2009.txt,fiction
more,more/less,add,7058,w_fic_2009.txt,fiction
less,more/less,subtract,4072,w_fic_2009.txt,fiction
most,most/least,add,4359,w_fic_2009.txt,fiction
least,most/least,subtract,1345,w_fic_2009.txt,fiction
many,many/few,add,1935,w_fic_2009.txt,fiction
few,many/few,subtract,2776,w_fic_2009.txt,fiction
increase,increase/decrease,add,121,w_fic_2009.txt,fiction
decrease,increase/decrease,subtract,13,w_fic_2009.txt,fiction
add,add/subtract,add,2252,w_fic_2010.txt,fiction
subtract,add/subtract,subtract,6,w_fic_2010.txt,fiction
addition,addition/subtraction,add,137,w_fic_2010.txt,fiction
subtraction,addition/subtraction,subtract,0,w_fic_2010.txt,fiction
plus,plus/minus,add,146,w_fic_2010.txt,fiction
minus,plus/minus,subtract,40,w_fic_2010.txt,fiction
more,more/less,add,6980,w_fic_2010.txt,fiction
less,more/less,subtract,3818,w_fic_2010.txt,fiction
most,most/least,add,4106,w_fic_2010.txt,fiction
least,most/least,subtract,1342,w_fic_2010.txt,fiction
many,many/few,add,1814,w_fic_2010.txt,fiction
few,many/few,subtract,2716,w_fic_2010.txt,fiction
increase,increase/decrease,add,126,w_fic_2010.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_2010.txt,fiction
add,add/subtract,add,2191,w_fic_2011.txt,fiction
subtract,add/subtract,subtract,11,w_fic_2011.txt,fiction
addition,addition/subtraction,add,122,w_fic_2011.txt,fiction
subtraction,addition/subtraction,subtract,4,w_fic_2011.txt,fiction
plus,plus/minus,add,154,w_fic_2011.txt,fiction
minus,plus/minus,subtract,33,w_fic_2011.txt,fiction
more,more/less,add,7112,w_fic_2011.txt,fiction
less,more/less,subtract,3997,w_fic_2011.txt,fiction
most,most/least,add,4399,w_fic_2011.txt,fiction
least,most/least,subtract,1276,w_fic_2011.txt,fiction
many,many/few,add,2038,w_fic_2011.txt,fiction
few,many/few,subtract,2722,w_fic_2011.txt,fiction
increase,increase/decrease,add,95,w_fic_2011.txt,fiction
decrease,increase/decrease,subtract,8,w_fic_2011.txt,fiction
add,add/subtract,add,1270,w_fic_2012.txt,fiction
subtract,add/subtract,subtract,3,w_fic_2012.txt,fiction
addition,addition/subtraction,add,94,w_fic_2012.txt,fiction
subtraction,addition/subtraction,subtract,1,w_fic_2012.txt,fiction
plus,plus/minus,add,102,w_fic_2012.txt,fiction
minus,plus/minus,subtract,19,w_fic_2012.txt,fiction
more,more/less,add,3965,w_fic_2012.txt,fiction
less,more/less,subtract,2109,w_fic_2012.txt,fiction
most,most/least,add,2434,w_fic_2012.txt,fiction
least,most/least,subtract,773,w_fic_2012.txt,fiction
many,many/few,add,1069,w_fic_2012.txt,fiction
few,many/few,subtract,1587,w_fic_2012.txt,fiction
increase,increase/decrease,add,59,w_fic_2012.txt,fiction
decrease,increase/decrease,subtract,5,w_fic_2012.txt,fiction
add,add/subtract,add,3984,w_news_1990.txt,news
subtract,add/subtract,subtract,14,w_news_1990.txt,news
addition,addition/subtraction,add,699,w_news_1990.txt,news
subtraction,addition/subtraction,subtract,4,w_news_1990.txt,news
plus,plus/minus,add,381,w_news_1990.txt,news
minus,plus/minus,subtract,51,w_news_1990.txt,news
more,more/less,add,9798,w_news_1990.txt,news
less,more/less,subtract,3875,w_news_1990.txt,news
most,most/least,add,5851,w_news_1990.txt,news
least,most/least,subtract,1154,w_news_1990.txt,news
many,many/few,add,4654,w_news_1990.txt,news
