binomial,type,function_word,pair,freq,file,register
decrease or increase,sub_first,or,5,0,w_news_1993.txt,news
increase and decrease,add_first,and,5,0,w_news_1993.txt,news
decrease and increase,sub_first,and,5,0,w_news_1993.txt,news
many or few,add_first,or,6,0,w_news_1993.txt,news
few or many,sub_first,or,6,0,w_news_1993.txt,news
many and few,add_first,and,6,0,w_news_1993.txt,news
few and many,sub_first,and,6,0,w_news_1993.txt,news
most or least,add_first,or,7,0,w_news_1993.txt,news
least or most,sub_first,or,7,0,w_news_1993.txt,news
most and least,add_first,and,7,1,w_news_1993.txt,news
least and most,sub_first,and,7,0,w_news_1993.txt,news
add and subtract,add_first,and,1,0,w_news_1994.txt,news
subtract and add,sub_first,and,1,0,w_news_1994.txt,news
add or subtract,add_first,or,1,1,w_news_1994.txt,news
subtract or add,sub_first,or,1,0,w_news_1994.txt,news
plus and minus,add_first,and,2,0,w_news_1994.txt,news
minus and plus,sub_first,and,2,0,w_news_1994.txt,news
plus or minus,add_first,or,2,7,w_news_1994.txt,news
minus or plus,sub_first,or,2,0,w_news_1994.txt,news
addition and subtraction,add_first,and,3,0,w_news_1994.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1994.txt,news
addition or subtraction,add_first,or,3,0,w_news_1994.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1994.txt,news
more or less,add_first,or,4,32,w_news_1994.txt,news
less or more,sub_first,or,4,0,w_news_1994.txt,news
more and less,add_first,and,4,0,w_news_1994.txt,news
less and more,sub_first,and,4,0,w_news_1994.txt,news
increase or decrease,add_first,or,5,1,w_news_1994.txt,news
decrease or increase,sub_first,or,5,0,w_news_1994.txt,news
increase and decrease,add_first,and,5,0,w_news_1994.txt,news
decrease and increase,sub_first,and,5,0,w_news_1994.txt,news
many or few,add_first,or,6,0,w_news_1994.txt,news
few or many,sub_first,or,6,0,w_news_1994.txt,news
many and few,add_first,and,6,0,w_news_1994.txt,news
few and many,sub_first,and,6,0,w_news_1994.txt,news
most or least,add_first,or,7,0,w_news_1994.txt,news
least or most,sub_first,or,7,0,w_news_1994.txt,news
most and least,add_first,and,7,0,w_news_1994.txt,news
least and most,sub_first,and,7,0,w_news_1994.txt,news
add and subtract,add_first,and,1,1,w_news_1995.txt,news
subtract and add,sub_first,and,1,0,w_news_1995.txt,news
add or subtract,add_first,or,1,0,w_news_1995.txt,news
subtract or add,sub_first,or,1,0,w_news_1995.txt,news
plus and minus,add_first,and,2,0,w_news_1995.txt,news
minus and plus,sub_first,and,2,0,w_news_1995.txt,news
plus or minus,add_first,or,2,5,w_news_1995.txt,news
minus or plus,sub_first,or,2,0,w_news_1995.txt,news
addition and subtraction,add_first,and,3,0,w_news_1995.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1995.txt,news
addition or subtraction,add_first,or,3,0,w_news_1995.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1995.txt,news
more or less,add_first,or,4,38,w_news_1995.txt,news
less or more,sub_first,or,4,0,w_news_1995.txt,news
more and less,add_first,and,4,0,w_news_1995.txt,news
less and more,sub_first,and,4,0,w_news_1995.txt,news
increase or decrease,add_first,or,5,0,w_news_1995.txt,news
decrease or increase,sub_first,or,5,0,w_news_1995.txt,news
increase and decrease,add_first,and,5,0,w_news_1995.txt,news
decrease and increase,sub_first,and,5,0,w_news_1995.txt,news
many or few,add_first,or,6,0,w_news_1995.txt,news
few or many,sub_first,or,6,0,w_news_1995.txt,news
many and few,add_first,and,6,0,w_news_1995.txt,news
few and many,sub_first,and,6,0,w_news_1995.txt,news
most or least,add_first,or,7,0,w_news_1995.txt,news
least or most,sub_first,or,7,0,w_news_1995.txt,news
most and least,add_first,and,7,0,w_news_1995.txt,news
least and most,sub_first,and,7,0,w_news_1995.txt,news
add and subtract,add_first,and,1,0,w_news_1996.txt,news
subtract and add,sub_first,and,1,0,w_news_1996.txt,news
add or subtract,add_first,or,1,0,w_news_1996.txt,news
subtract or add,sub_first,or,1,0,w_news_1996.txt,news
plus and minus,add_first,and,2,0,w_news_1996.txt,news
minus and plus,sub_first,and,2,0,w_news_1996.txt,news
plus or minus,add_first,or,2,11,w_news_1996.txt,news
minus or plus,sub_first,or,2,0,w_news_1996.txt,news
addition and subtraction,add_first,and,3,0,w_news_1996.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1996.txt,news
addition or subtraction,add_first,or,3,0,w_news_1996.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1996.txt,news
more or less,add_first,or,4,26,w_news_1996.txt,news
less or more,sub_first,or,4,0,w_news_1996.txt,news
more and less,add_first,and,4,0,w_news_1996.txt,news
less and more,sub_first,and,4,1,w_news_1996.txt,news
increase or decrease,add_first,or,5,0,w_news_1996.txt,news
decrease or increase,sub_first,or,5,0,w_news_1996.txt,news
increase and decrease,add_first,and,5,0,w_news_1996.txt,news
decrease and increase,sub_first,and,5,0,w_news_1996.txt,news
many or few,add_first,or,6,0,w_news_1996.txt,news
few or many,sub_first,or,6,1,w_news_1996.txt,news
many and few,add_first,and,6,0,w_news_1996.txt,news
few and many,sub_first,and,6,0,w_news_1996.txt,news
most or least,add_first,or,7,0,w_news_1996.txt,news
least or most,sub_first,or,7,0,w_news_1996.txt,news
most and least,add_first,and,7,0,w_news_1996.txt,news
least and most,sub_first,and,7,0,w_news_1996.txt,news
add and subtract,add_first,and,1,0,w_news_1997.txt,news
subtract and add,sub_first,and,1,0,w_news_1997.txt,news
add or subtract,add_first,or,1,1,w_news_1997.txt,news
subtract or add,sub_first,or,1,0,w_news_1997.txt,news
plus and minus,add_first,and,2,0,w_news_1997.txt,news
minus and plus,sub_first,and,2,0,w_news_1997.txt,news
plus or minus,add_first,or,2,9,w_news_1997.txt,news
minus or plus,sub_first,or,2,0,w_news_1997.txt,news
addition and subtraction,add_first,and,3,0,w_news_1997.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1997.txt,news
addition or subtraction,add_first,or,3,0,w_news_1997.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1997.txt,news
more or less,add_first,or,4,31,w_news_1997.txt,news
less or more,sub_first,or,4,1,w_news_1997.txt,news
more and less,add_first,and,4,0,w_news_1997.txt,news
less and more,sub_first,and,4,0,w_news_1997.txt,news
increase or decrease,add_first,or,5,1,w_news_1997.txt,news
decrease or increase,sub_first,or,5,0,w_news_1997.txt,news
increase and decrease,add_first,and,5,0,w_news_1997.txt,news
decrease and increase,sub_first,and,5,0,w_news_1997.txt,news
many or few,add_first,or,6,0,w_news_1997.txt,news
few or many,sub_first,or,6,0,w_news_1997.txt,news
many and few,add_first,and,6,0,w_news_1997.txt,news
few and many,sub_first,and,6,0,w_news_1997.txt,news
most or least,add_first,or,7,0,w_news_1997.txt,news
least or most,sub_first,or,7,0,w_news_1997.txt,news
most and least,add_first,and,7,1,w_news_1997.txt,news
least and most,sub_first,and,7,0,w_news_1997.txt,news
add and subtract,add_first,and,1,0,w_news_1998.txt,news
subtract and add,sub_first,and,1,0,w_news_1998.txt,news
add or subtract,add_first,or,1,0,w_news_1998.txt,news
subtract or add,sub_first,or,1,0,w_news_1998.txt,news
plus and minus,add_first,and,2,0,w_news_1998.txt,news
minus and plus,sub_first,and,2,0,w_news_1998.txt,news
plus or minus,add_first,or,2,16,w_news_1998.txt,news
minus or plus,sub_first,or,2,0,w_news_1998.txt,news
addition and subtraction,add_first,and,3,0,w_news_1998.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1998.txt,news
addition or subtraction,add_first,or,3,0,w_news_1998.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1998.txt,news
more or less,add_first,or,4,24,w_news_1998.txt,news
less or more,sub_first,or,4,0,w_news_1998.txt,news
more and less,add_first,and,4,0,w_news_1998.txt,news
less and more,sub_first,and,4,0,w_news_1998.txt,news
increase or decrease,add_first,or,5,0,w_news_1998.txt,news
decrease or increase,sub_first,or,5,0,w_news_1998.txt,news
increase and decrease,add_first,and,5,0,w_news_1998.txt,news
decrease and increase,sub_first,and,5,0,w_news_1998.txt,news
many or few,add_first,or,6,0,w_news_1998.txt,news
few or many,sub_first,or,6,0,w_news_1998.txt,news
many and few,add_first,and,6,0,w_news_1998.txt,news
few and many,sub_first,and,6,0,w_news_1998.txt,news
most or least,add_first,or,7,0,w_news_1998.txt,news
least or most,sub_first,or,7,0,w_news_1998.txt,news
most and least,add_first,and,7,0,w_news_1998.txt,news
least and most,sub_first,and,7,0,w_news_1998.txt,news
add and subtract,add_first,and,1,1,w_news_1999.txt,news
subtract and add,sub_first,and,1,0,w_news_1999.txt,news
add or subtract,add_first,or,1,0,w_news_1999.txt,news
subtract or add,sub_first,or,1,0,w_news_1999.txt,news
plus and minus,add_first,and,2,0,w_news_1999.txt,news
minus and plus,sub_first,and,2,0,w_news_1999.txt,news
plus or minus,add_first,or,2,12,w_news_1999.txt,news
minus or plus,sub_first,or,2,0,w_news_1999.txt,news
addition and subtraction,add_first,and,3,0,w_news_1999.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1999.txt,news
addition or subtraction,add_first,or,3,0,w_news_1999.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1999.txt,news
more or less,add_first,or,4,25,w_news_1999.txt,news
less or more,sub_first,or,4,0,w_news_1999.txt,news
more and less,add_first,and,4,0,w_news_1999.txt,news
less and more,sub_first,and,4,0,w_news_1999.txt,news
increase or decrease,add_first,or,5,0,w_news_1999.txt,news
decrease or increase,sub_first,or,5,0,w_news_1999.txt,news
increase and decrease,add_first,and,5,0,w_news_1999.txt,news
decrease and increase,sub_first,and,5,0,w_news_1999.txt,news
many or few,add_first,or,6,0,w_news_1999.txt,news
few or many,sub_first,or,6,0,w_news_1999.txt,news
many and few,add_first,and,6,0,w_news_1999.txt,news
few and many,sub_first,and,6,0,w_news_1999.txt,news
most or least,add_first,or,7,0,w_news_1999.txt,news
least or most,sub_first,or,7,0,w_news_1999.txt,news
most and least,add_first,and,7,0,w_news_1999.txt,news
least and most,sub_first,and,7,0,w_news_1999.txt,news
add and subtract,add_first,and,1,0,w_news_2000.txt,news
subtract and add,sub_first,and,1,0,w_news_2000.txt,news
add or subtract,add_first,or,1,1,w_news_2000.txt,news
subtract or add,sub_first,or,1,0,w_news_2000.txt,news
plus and minus,add_first,and,2,0,w_news_2000.txt,news
minus and plus,sub_first,and,2,0,w_news_2000.txt,news
plus or minus,add_first,or,2,1,w_news_2000.txt,news
minus or plus,sub_first,or,2,0,w_news_2000.txt,news
addition and subtraction,add_first,and,3,0,w_news_2000.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2000.txt,news
addition or subtraction,add_first,or,3,0,w_news_2000.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2000.txt,news
more or less,add_first,or,4,17,w_news_2000.txt,news
less or more,sub_first,or,4,0,w_news_2000.txt,news
more and less,add_first,and,4,0,w_news_2000.txt,news
less and more,sub_first,and,4,0,w_news_2000.txt,news
increase or decrease,add_first,or,5,0,w_news_2000.txt,news
decrease or increase,sub_first,or,5,0,w_news_2000.txt,news
increase and decrease,add_first,and,5,0,w_news_2000.txt,news
decrease and increase,sub_first,and,5,0,w_news_2000.txt,news
many or few,add_first,or,6,0,w_news_2000.txt,news
few or many,sub_first,or,6,0,w_news_2000.txt,news
many and few,add_first,and,6,0,w_news_2000.txt,news
few and many,sub_first,and,6,0,w_news_2000.txt,news
most or least,add_first,or,7,0,w_news_2000.txt,news
least or most,sub_first,or,7,0,w_news_2000.txt,news
most and least,add_first,and,7,0,w_news_2000.txt,news
least and most,sub_first,and,7,0,w_news_2000.txt,news
add and subtract,add_first,and,1,2,w_news_2001.txt,news
subtract and add,sub_first,and,1,0,w_news_2001.txt,news
add or subtract,add_first,or,1,0,w_news_2001.txt,news
subtract or add,sub_first,or,1,0,w_news_2001.txt,news
plus and minus,add_first,and,2,0,w_news_2001.txt,news
minus and plus,sub_first,and,2,0,w_news_2001.txt,news
plus or minus,add_first,or,2,14,w_news_2001.txt,news
minus or plus,sub_first,or,2,0,w_news_2001.txt,news
addition and subtraction,add_first,and,3,0,w_news_2001.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2001.txt,news
addition or subtraction,add_first,or,3,0,w_news_2001.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2001.txt,news
more or less,add_first,or,4,18,w_news_2001.txt,news
less or more,sub_first,or,4,0,w_news_2001.txt,news
more and less,add_first,and,4,0,w_news_2001.txt,news
less and more,sub_first,and,4,0,w_news_2001.txt,news
increase or decrease,add_first,or,5,1,w_news_2001.txt,news
decrease or increase,sub_first,or,5,0,w_news_2001.txt,news
increase and decrease,add_first,and,5,0,w_news_2001.txt,news
decrease and increase,sub_first,and,5,0,w_news_2001.txt,news
many or few,add_first,or,6,0,w_news_2001.txt,news
few or many,sub_first,or,6,0,w_news_2001.txt,news
many and few,add_first,and,6,0,w_news_2001.txt,news
few and many,sub_first,and,6,0,w_news_2001.txt,news
most or least,add_first,or,7,0,w_news_2001.txt,news
least or most,sub_first,or,7,0,w_news_2001.txt,news
most and least,add_first,and,7,0,w_news_2001.txt,news
least and most,sub_first,and,7,0,w_news_2001.txt,news
add and subtract,add_first,and,1,0,w_news_2002.txt,news
subtract and add,sub_first,and,1,0,w_news_2002.txt,news
add or subtract,add_first,or,1,2,w_news_2002.txt,news
subtract or add,sub_first,or,1,0,w_news_2002.txt,news
plus and minus,add_first,and,2,0,w_news_2002.txt,news
minus and plus,sub_first,and,2,0,w_news_2002.txt,news
plus or minus,add_first,or,2,8,w_news_2002.txt,news
minus or plus,sub_first,or,2,0,w_news_2002.txt,news
addition and subtraction,add_first,and,3,0,w_news_2002.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2002.txt,news
addition or subtraction,add_first,or,3,0,w_news_2002.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2002.txt,news
more or less,add_first,or,4,28,w_news_2002.txt,news
less or more,sub_first,or,4,0,w_news_2002.txt,news
more and less,add_first,and,4,0,w_news_2002.txt,news
less and more,sub_first,and,4,0,w_news_2002.txt,news
increase or decrease,add_first,or,5,0,w_news_2002.txt,news
decrease or increase,sub_first,or,5,0,w_news_2002.txt,news
increase and decrease,add_first,and,5,0,w_news_2002.txt,news
decrease and increase,sub_first,and,5,0,w_news_2002.txt,news
many or few,add_first,or,6,0,w_news_2002.txt,news
few or many,sub_first,or,6,0,w_news_2002.txt,news
many and few,add_first,and,6,0,w_news_2002.txt,news
few and many,sub_first,and,6,0,w_news_2002.txt,news
most or least,add_first,or,7,0,w_news_2002.txt,news
least or most,sub_first,or,7,0,w_news_2002.txt,news
most and least,add_first,and,7,0,w_news_2002.txt,news
least and most,sub_first,and,7,0,w_news_2002.txt,news
add and subtract,add_first,and,1,0,w_news_2003.txt,news
subtract and add,sub_first,and,1,0,w_news_2003.txt,news
add or subtract,add_first,or,1,0,w_news_2003.txt,news
subtract or add,sub_first,or,1,0,w_news_2003.txt,news
plus and minus,add_first,and,2,1,w_news_2003.txt,news
minus and plus,sub_first,and,2,0,w_news_2003.txt,news
plus or minus,add_first,or,2,8,w_news_2003.txt,news
minus or plus,sub_first,or,2,0,w_news_2003.txt,news
addition and subtraction,add_first,and,3,0,w_news_2003.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2003.txt,news
addition or subtraction,add_first,or,3,0,w_news_2003.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2003.txt,news
more or less,add_first,or,4,29,w_news_2003.txt,news
less or more,sub_first,or,4,0,w_news_2003.txt,news
more and less,add_first,and,4,1,w_news_2003.txt,news
less and more,sub_first,and,4,1,w_news_2003.txt,news
increase or decrease,add_first,or,5,1,w_news_2003.txt,news
decrease or increase,sub_first,or,5,0,w_news_2003.txt,news
increase and decrease,add_first,and,5,0,w_news_2003.txt,news
decrease and increase,sub_first,and,5,0,w_news_2003.txt,news
many or few,add_first,or,6,0,w_news_2003.txt,news
few or many,sub_first,or,6,0,w_news_2003.txt,news
many and few,add_first,and,6,0,w_news_2003.txt,news
few and many,sub_first,and,6,0,w_news_2003.txt,news
most or least,add_first,or,7,0,w_news_2003.txt,news
least or most,sub_first,or,7,0,w_news_2003.txt,news
most and least,add_first,and,7,0,w_news_2003.txt,news
least and most,sub_first,and,7,0,w_news_2003.txt,news
add and subtract,add_first,and,1,0,w_news_2004.txt,news
subtract and add,sub_first,and,1,0,w_news_2004.txt,news
add or subtract,add_first,or,1,1,w_news_2004.txt,news
subtract or add,sub_first,or,1,0,w_news_2004.txt,news
plus and minus,add_first,and,2,0,w_news_2004.txt,news
minus and plus,sub_first,and,2,0,w_news_2004.txt,news
plus or minus,add_first,or,2,12,w_news_2004.txt,news
minus or plus,sub_first,or,2,0,w_news_2004.txt,news
addition and subtraction,add_first,and,3,0,w_news_2004.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2004.txt,news
addition or subtraction,add_first,or,3,0,w_news_2004.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2004.txt,news
more or less,add_first,or,4,23,w_news_2004.txt,news
less or more,sub_first,or,4,0,w_news_2004.txt,news
more and less,add_first,and,4,1,w_news_2004.txt,news
less and more,sub_first,and,4,0,w_news_2004.txt,news
increase or decrease,add_first,or,5,0,w_news_2004.txt,news
decrease or increase,sub_first,or,5,0,w_news_2004.txt,news
increase and decrease,add_first,and,5,0,w_news_2004.txt,news
decrease and increase,sub_first,and,5,0,w_news_2004.txt,news
many or few,add_first,or,6,0,w_news_2004.txt,news
few or many,sub_first,or,6,0,w_news_2004.txt,news
many and few,add_first,and,6,0,w_news_2004.txt,news
few and many,sub_first,and,6,0,w_news_2004.txt,news
most or least,add_first,or,7,0,w_news_2004.txt,news
least or most,sub_first,or,7,0,w_news_2004.txt,news
most and least,add_first,and,7,1,w_news_2004.txt,news
least and most,sub_first,and,7,0,w_news_2004.txt,news
add and subtract,add_first,and,1,0,w_news_2005.txt,news
subtract and add,sub_first,and,1,0,w_news_2005.txt,news
add or subtract,add_first,or,1,1,w_news_2005.txt,news
subtract or add,sub_first,or,1,0,w_news_2005.txt,news
plus and minus,add_first,and,2,0,w_news_2005.txt,news
minus and plus,sub_first,and,2,0,w_news_2005.txt,news
plus or minus,add_first,or,2,8,w_news_2005.txt,news
minus or plus,sub_first,or,2,0,w_news_2005.txt,news
addition and subtraction,add_first,and,3,0,w_news_2005.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2005.txt,news
addition or subtraction,add_first,or,3,0,w_news_2005.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2005.txt,news
more or less,add_first,or,4,25,w_news_2005.txt,news
less or more,sub_first,or,4,0,w_news_2005.txt,news
more and less,add_first,and,4,1,w_news_2005.txt,news
less and more,sub_first,and,4,0,w_news_2005.txt,news
increase or decrease,add_first,or,5,0,w_news_2005.txt,news
decrease or increase,sub_first,or,5,0,w_news_2005.txt,news
increase and decrease,add_first,and,5,0,w_news_2005.txt,news
decrease and increase,sub_first,and,5,0,w_news_2005.txt,news
many or few,add_first,or,6,0,w_news_2005.txt,news
few or many,sub_first,or,6,0,w_news_2005.txt,news
